USN,LINE,WORKSTATION,STAGE,TRNDATA,TRNDATE,PASSCOUNT,RESULTFLAG,USERID,INSERTTIME,LINENO,VENDOR,A_ERRORCODE,AQM_ERRORCODE
USN000391,LINE005,WORKSTATION009,M1,USN000048,26-09-18 04:09:02,1,T,USER016,26-09-18 00:58:35,5,VENDOR5,,
USN000392,LINE004,WORKSTATION006,M4,USN000468,26-09-19 03:09:04,1,F,USER017,26-09-19 14:49:21,1,VENDOR4,,
USN000393,LINE003,WORKSTATION003,M1,USN000965,26-09-20 07:47:53,1,T,USER005,26-09-20 15:26:42,1,VENDOR5,,
USN000394,LINE001,WORKSTATION006,M2,USN000307,26-09-21 19:41:38,0,T,USER017,26-09-21 23:44:10,4,VENDOR4,,
USN000395,LINE003,WORKSTATION010,M2,USN000814,26-09-22 02:20:53,0,T,USER004,26-09-22 04:33:04,5,VENDOR3,,ERROR1
USN000396,LINE002,WORKSTATION005,M4,USN000456,26-09-23 21:39:28,3,T,USER014,26-09-23 10:34:53,2,VENDOR3,,
USN000397,LINE003,WORKSTATION004,M4,USN000497,26-09-24 06:31:35,2,T,USER011,26-09-24 09:02:06,4,VENDOR4,,
USN000398,LINE002,WORKSTATION003,M1,USN000754,26-09-25 01:54:46,0,T,USER002,26-09-25 19:13:53,1,VENDOR5,,
USN000399,LINE004,WORKSTATION005,M5,USN000083,26-09-26 02:14:40,0,T,USER004,26-09-26 15:23:25,3,VENDOR1,,
USN000400,LINE003,WORKSTATION003,M5,USN000856,26-09-27 18:58:02,0,T,USER011,26-09-27 00:09:20,4,VENDOR1,,
USN000401,LINE002,WORKSTATION010,M5,USN000430,26-09-28 01:43:06,1,T,USER010,26-09-28 20:00:42,1,VENDOR2,K7353721,
USN000402,LINE001,WORKSTATION005,M5,USN000742,26-09-29 07:43:54,0,T,USER009,26-09-29 06:39:24,5,VENDOR1,K6900803,
USN000403,LINE004,WORKSTATION010,M3,USN000239,26-09-30 07:21:11,3,F,USER019,26-09-30 01:57:34,5,VENDOR1,K5856558,
USN000404,LINE001,WORKSTATION005,M2,USN000087,26-10-01 22:24:51,0,T,USER003,26-10-01 04:02:30,3,VENDOR5,,
USN000405,LINE001,WORKSTATION010,M3,USN000347,26-10-02 13:06:59,2,T,USER009,26-10-02 01:35:27,3,VENDOR2,,
USN000406,LINE004,WORKSTATION010,M2,USN000751,26-10-03 11:59:31,0,F,USER013,26-10-03 12:24:10,2,VENDOR4,,
USN000407,LINE005,WORKSTATION009,M5,USN000554,26-10-04 16:11:32,2,T,USER002,26-10-04 05:16:07,1,VENDOR1,,
USN000408,LINE003,WORKSTATION001,M1,USN000489,26-10-05 06:56:58,1,T,USER011,26-10-05 05:59:10,1,VENDOR3,K9899568,
USN000409,LINE004,WORKSTATION004,M2,USN000712,26-10-06 09:36:25,2,T,USER014,26-10-06 12:12:31,1,VENDOR1,,
USN000410,LINE003,WORKSTATION010,M3,USN000837,26-10-07 23:39:16,3,T,USER004,26-10-07 05:59:28,5,VENDOR5,,
USN000411,LINE005,WORKSTATION007,M4,USN000015,26-10-08 10:41:48,0,T,USER008,26-10-08 04:42:50,4,VENDOR2,,
USN000412,LINE001,WORKSTATION008,M1,USN000559,26-10-09 03:04:50,2,F,USER019,26-10-09 13:35:09,1,VENDOR5,,ERROR2
USN000413,LINE005,WORKSTATION002,M4,USN000377,26-10-10 12:33:54,0,T,USER012,26-10-10 18:05:05,5,VENDOR1,,
USN000414,LINE001,WORKSTATION004,M3,USN000217,26-10-11 22:30:00,1,T,USER007,26-10-11 02:42:30,3,VENDOR4,K9117528,
USN000415,LINE005,WORKSTATION004,M3,USN000235,26-10-12 05:47:37,0,T,USER018,26-10-12 08:51:06,5,VENDOR2,,
USN000416,LINE002,WORKSTATION003,M1,USN000546,26-10-13 12:33:11,3,T,USER005,26-10-13 06:59:22,4,VENDOR3,,
USN000417,LINE005,WORKSTATION006,M3,USN000539,26-10-14 16:39:58,1,T,USER012,26-10-14 13:36:56,2,VENDOR3,,ERROR1
USN000418,LINE002,WORKSTATION004,M1,USN000013,26-10-15 17:14:43,3,T,USER008,26-10-15 06:54:50,2,VENDOR2,,
USN000419,LINE004,WORKSTATION007,M5,USN000268,26-10-16 02:53:22,2,T,USER009,26-10-16 15:03:37,1,VENDOR1,,
USN000420,LINE002,WORKSTATION007,M4,USN000884,26-10-17 08:08:45,1,T,USER020,26-10-17 21:50:56,2,VENDOR4,,
USN000421,LINE001,WORKSTATION006,M3,USN000087,26-10-18 22:34:13,0,T,USER002,26-10-18 15:29:24,5,VENDOR2,,
USN000422,LINE005,WORKSTATION005,M4,USN000157,26-10-19 22:27:55,2,T,USER015,26-10-19 05:11:14,5,VENDOR3,,ERROR3
USN000423,LINE004,WORKSTATION007,M4,USN000776,26-10-20 21:37:30,0,T,USER010,26-10-20 19:36:23,5,VENDOR3,,
USN000424,LINE005,WORKSTATION003,M2,USN000220,26-10-21 01:11:35,2,T,USER017,26-10-21 07:33:54,3,VENDOR4,,
USN000425,LINE001,WORKSTATION007,M2,USN000104,26-10-22 00:10:13,0,T,USER018,26-10-22 15:35:11,4,VENDOR1,,ERROR4
USN000426,LINE001,WORKSTATION009,M1,USN000801,26-10-23 12:46:58,0,T,USER013,26-10-23 09:40:45,5,VENDOR2,,
USN000427,LINE005,WORKSTATION003,M3,USN000418,26-10-24 02:55:21,2,T,USER020,26-10-24 07:49:36,2,VENDOR1,,
USN000428,LINE004,WORKSTATION002,M3,USN000787,26-10-25 12:49:57,1,T,USER006,26-10-25 17:43:51,2,VENDOR3,,
USN000429,LINE005,WORKSTATION009,M4,USN000686,26-10-26 07:54:30,3,T,USER020,26-10-26 12:56:26,1,VENDOR5,K6830471,
USN000430,LINE005,WORKSTATION002,M2,USN000205,26-10-27 07:58:39,1,T,USER012,26-10-27 17:26:42,2,VENDOR1,,
USN000431,LINE005,WORKSTATION001,M5,USN000258,26-10-28 19:28:28,0,T,USER017,26-10-28 07:21:40,4,VENDOR1,K1280203,ERROR2
USN000432,LINE002,WORKSTATION005,M5,USN000999,26-10-29 02:37:20,3,T,USER005,26-10-29 11:51:47,2,VENDOR1,,
USN000433,LINE005,WORKSTATION002,M5,USN000545,26-10-30 14:23:52,3,T,USER020,26-10-30 16:42:56,2,VENDOR2,,
USN000434,LINE004,WORKSTATION005,M5,USN000075,26-10-31 05:10:29,0,T,USER015,26-10-31 18:42:15,5,VENDOR2,,
USN000435,LINE003,WORKSTATION009,M5,USN000490,26-11-01 06:20:27,1,T,USER003,26-11-01 12:03:56,1,VENDOR1,,
USN000436,LINE004,WORKSTATION001,M3,USN000855,26-11-02 12:16:05,2,T,USER004,26-11-02 02:25:02,2,VENDOR2,,
USN000437,LINE003,WORKSTATION004,M4,USN000460,26-11-03 08:00:06,1,T,USER014,26-11-03 10:35:07,2,VENDOR3,,
USN000438,LINE001,WORKSTATION008,M2,USN000343,26-11-04 07:14:59,0,T,USER004,26-11-04 05:18:31,1,VENDOR5,,
USN000439,LINE002,WORKSTATION001,M3,USN000656,26-11-05 18:17:02,3,T,USER010,26-11-05 17:56:21,5,VENDOR1,,
USN000440,LINE002,WORKSTATION004,M1,USN000132,26-11-06 18:28:53,3,T,USER009,26-11-06 01:51:10,4,VENDOR1,,
USN000441,LINE004,WORKSTATION010,M3,USN000058,26-11-07 17:26:38,2,T,USER003,26-11-07 15:11:16,5,VENDOR2,,
USN000442,LINE003,WORKSTATION002,M3,USN000970,26-11-08 02:27:34,2,T,USER009,26-11-08 19:02:02,4,VENDOR3,,
USN000443,LINE005,WORKSTATION001,M3,USN000493,26-11-09 20:48:02,2,T,USER016,26-11-09 23:44:40,1,VENDOR3,,
USN000444,LINE001,WORKSTATION008,M2,USN000015,26-11-10 08:51:17,1,T,USER002,26-11-10 19:34:25,5,VENDOR4,,
USN000445,LINE005,WORKSTATION008,M5,USN000125,26-11-11 14:03:33,3,T,USER003,26-11-11 08:51:28,5,VENDOR5,,ERROR3
USN000446,LINE004,WORKSTATION007,M1,USN000444,26-11-12 04:49:59,2,T,USER009,26-11-12 15:08:35,3,VENDOR1,,
USN000447,LINE002,WORKSTATION002,M4,USN000797,26-11-13 11:56:12,1,F,USER009,26-11-13 16:52:14,5,VENDOR5,,
USN000448,LINE004,WORKSTATION001,M3,USN000900,26-11-14 19:39:38,3,T,USER017,26-11-14 19:18:10,1,VENDOR3,,ERROR5
USN000449,LINE005,WORKSTATION009,M2,USN000760,26-11-15 01:47:01,2,T,USER010,26-11-15 16:42:26,4,VENDOR3,,
USN000450,LINE003,WORKSTATION008,M1,USN000559,26-11-16 23:19:25,1,T,USER014,26-11-16 21:51:41,3,VENDOR1,,
USN000451,LINE005,WORKSTATION003,M4,USN000460,26-11-17 01:56:27,3,F,USER002,26-11-17 14:33:00,2,VENDOR2,,
USN000452,LINE004,WORKSTATION006,M3,USN000663,26-11-18 10:24:38,0,T,USER017,26-11-18 23:36:23,2,VENDOR5,,
USN000453,LINE005,WORKSTATION006,M3,USN000908,26-11-19 22:16:01,0,T,USER003,26-11-19 14:05:28,4,VENDOR5,,
USN000454,LINE004,WORKSTATION007,M5,USN000534,26-11-20 03:16:40,3,T,USER011,26-11-20 04:07:41,1,VENDOR1,,
USN000455,LINE005,WORKSTATION007,M1,USN000721,26-11-21 21:40:02,0,T,USER009,26-11-21 15:19:13,1,VENDOR1,K1695999,
USN000456,LINE003,WORKSTATION009,M3,USN000268,26-11-22 20:47:17,3,T,USER018,26-11-22 15:36:12,1,VENDOR2,,
USN000457,LINE001,WORKSTATION002,M2,USN000603,26-11-23 03:02:35,3,T,USER018,26-11-23 22:30:04,2,VENDOR1,,
USN000458,LINE004,WORKSTATION007,M4,USN000299,26-11-24 14:10:02,2,T,USER005,26-11-24 04:48:10,4,VENDOR1,,
USN000459,LINE004,WORKSTATION001,M2,USN000808,26-11-25 11:42:56,3,T,USER001,26-11-25 16:05:58,3,VENDOR1,,
USN000460,LINE002,WORKSTATION009,M3,USN000847,26-11-26 14:49:42,3,T,USER003,26-11-26 07:10:00,3,VENDOR4,,
USN000461,LINE003,WORKSTATION010,M3,USN000137,26-11-27 06:14:34,1,T,USER016,26-11-27 08:35:36,4,VENDOR2,,
USN000462,LINE005,WORKSTATION007,M1,USN000360,26-11-28 10:26:31,2,T,USER011,26-11-28 17:04:54,5,VENDOR2,,
USN000463,LINE002,WORKSTATION002,M5,USN000179,26-11-29 16:22:52,2,T,USER012,26-11-29 05:02:45,1,VENDOR1,,
USN000464,LINE001,WORKSTATION002,M1,USN000380,26-11-30 01:19:37,1,T,USER011,26-11-30 04:55:23,2,VENDOR2,,
USN000465,LINE005,WORKSTATION003,M3,USN000502,26-12-01 20:14:39,1,F,USER002,26-12-01 03:30:55,3,VENDOR3,,
USN000466,LINE001,WORKSTATION008,M4,USN000154,26-12-02 01:27:23,0,T,USER017,26-12-02 03:22:49,2,VENDOR1,,
USN000467,LINE002,WORKSTATION009,M2,USN000931,26-12-03 21:31:27,1,T,USER003,26-12-03 01:30:09,1,VENDOR2,,
USN000468,LINE003,WORKSTATION008,M4,USN000363,26-12-04 21:27:36,3,T,USER014,26-12-04 10:14:46,4,VENDOR3,K8732027,
USN000469,LINE002,WORKSTATION009,M5,USN000012,26-12-05 19:51:43,2,T,USER009,26-12-05 22:30:45,4,VENDOR3,,
USN000470,LINE005,WORKSTATION007,M5,USN000567,26-12-06 13:01:26,0,T,USER009,26-12-06 02:48:52,3,VENDOR2,,
USN000471,LINE005,WORKSTATION009,M3,USN000520,26-12-07 03:21:44,2,T,USER020,26-12-07 12:34:44,3,VENDOR3,,
USN000472,LINE004,WORKSTATION010,M2,USN000104,26-12-08 22:16:44,0,T,USER010,26-12-08 09:08:14,4,VENDOR1,,
USN000473,LINE001,WORKSTATION002,M5,USN000544,26-12-09 17:10:35,3,T,USER004,26-12-09 03:31:25,3,VENDOR5,K9684908,ERROR1
USN000474,LINE004,WORKSTATION009,M4,USN000459,26-12-10 08:02:37,1,T,USER003,26-12-10 08:15:26,3,VENDOR3,,
USN000475,LINE002,WORKSTATION010,M3,USN000915,26-12-11 09:08:48,2,T,USER009,26-12-11 11:21:38,3,VENDOR1,,
USN000476,LINE004,WORKSTATION008,M3,USN000207,26-12-12 03:05:37,1,T,USER017,26-12-12 00:52:45,5,VENDOR4,,
USN000477,LINE005,WORKSTATION009,M2,USN000882,26-12-13 18:59:55,0,T,USER013,26-12-13 13:41:04,2,VENDOR3,,ERROR1
USN000478,LINE001,WORKSTATION007,M3,USN000695,26-12-14 15:35:58,1,T,USER002,26-12-14 09:22:53,3,VENDOR3,,
USN000479,LINE002,WORKSTATION004,M3,USN000680,26-12-15 07:47:27,0,T,USER007,26-12-15 00:57:13,5,VENDOR5,K8798071,ERROR1
USN000480,LINE003,WORKSTATION006,M5,USN000103,26-12-16 07:25:45,3,T,USER016,26-12-16 09:19:15,3,VENDOR5,,ERROR2
USN000481,LINE005,WORKSTATION007,M5,USN000922,26-12-17 03:13:11,1,T,USER002,26-12-17 13:48:40,4,VENDOR4,,
USN000482,LINE004,WORKSTATION009,M4,USN000366,26-12-18 06:14:24,2,F,USER013,26-12-18 19:28:34,3,VENDOR5,,
USN000483,LINE003,WORKSTATION004,M4,USN000480,26-12-19 07:07:56,3,T,USER003,26-12-19 05:15:25,1,VENDOR1,,
USN000484,LINE004,WORKSTATION001,M1,USN000146,26-12-20 18:31:39,2,T,USER009,26-12-20 16:21:37,2,VENDOR1,,
USN000485,LINE004,WORKSTATION002,M4,USN000294,26-12-21 20:14:06,2,T,USER012,26-12-21 20:05:21,2,VENDOR1,,
USN000486,LINE001,WORKSTATION009,M2,USN000704,26-12-22 13:42:00,1,T,USER012,26-12-22 21:45:22,1,VENDOR2,,
USN000487,LINE004,WORKSTATION001,M5,USN000577,26-12-23 09:14:57,0,T,USER015,26-12-23 18:20:13,5,VENDOR1,,
USN000488,LINE002,WORKSTATION007,M3,USN000226,26-12-24 14:04:13,1,T,USER019,26-12-24 10:54:16,3,VENDOR2,,
USN000489,LINE002,WORKSTATION004,M1,USN000140,26-12-25 17:42:05,1,T,USER006,26-12-25 05:23:25,2,VENDOR1,,
USN000490,LINE001,WORKSTATION005,M4,USN000798,26-12-26 05:48:44,0,T,USER005,26-12-26 04:05:15,1,VENDOR1,K7024730,
USN000491,LINE003,WORKSTATION010,M4,USN000684,26-12-27 13:24:07,0,T,USER020,26-12-27 09:53:32,3,VENDOR4,,
USN000492,LINE001,WORKSTATION008,M1,USN000104,26-12-28 20:11:27,1,T,USER020,26-12-28 14:48:30,3,VENDOR4,,
USN000493,LINE001,WORKSTATION001,M2,USN000727,26-12-29 17:54:03,0,T,USER016,26-12-29 18:43:43,2,VENDOR1,,
USN000494,LINE003,WORKSTATION007,M2,USN000472,26-12-30 01:16:53,3,T,USER020,26-12-30 07:01:45,1,VENDOR4,,
USN000495,LINE003,WORKSTATION004,M5,USN000274,26-12-31 01:27:44,3,F,USER019,26-12-31 20:30:23,2,VENDOR4,,
USN000496,LINE005,WORKSTATION006,M2,USN000185,27-01-01 07:00:07,3,T,USER003,27-01-01 20:56:15,2,VENDOR3,,
USN000497,LINE004,WORKSTATION005,M1,USN000304,27-01-02 21:57:49,1,F,USER014,27-01-02 13:44:34,2,VENDOR2,,
USN000498,LINE001,WORKSTATION002,M4,USN000093,27-01-03 21:27:25,3,T,USER019,27-01-03 17:21:59,3,VENDOR1,,ERROR1
USN000499,LINE004,WORKSTATION008,M2,USN000966,27-01-04 19:26:19,2,T,USER004,27-01-04 12:36:39,2,VENDOR4,,
USN000500,LINE005,WORKSTATION010,M3,USN000344,27-01-05 18:57:20,0,T,USER004,27-01-05 21:43:41,2,VENDOR3,,
USN000501,LINE002,WORKSTATION005,M3,USN000096,27-01-06 23:14:52,2,F,USER020,27-01-06 20:12:40,1,VENDOR2,,
USN000502,LINE002,WORKSTATION007,M2,USN000248,27-01-07 09:44:25,1,T,USER001,27-01-07 20:39:14,1,VENDOR3,,
USN000503,LINE005,WORKSTATION010,M3,USN000165,27-01-08 13:50:59,0,T,USER008,27-01-08 20:55:41,4,VENDOR5,,
USN000504,LINE001,WORKSTATION004,M4,USN000286,27-01-09 07:40:06,3,F,USER009,27-01-09 20:53:59,4,VENDOR5,,
USN000505,LINE001,WORKSTATION009,M2,USN000371,27-01-10 23:23:07,1,T,USER015,27-01-10 00:54:39,4,VENDOR4,,
USN000506,LINE002,WORKSTATION002,M3,USN000704,27-01-11 14:33:31,3,T,USER008,27-01-11 17:12:40,2,VENDOR1,,
USN000507,LINE002,WORKSTATION010,M3,USN000771,27-01-12 11:12:42,3,T,USER007,27-01-12 10:21:46,3,VENDOR4,,
USN000508,LINE005,WORKSTATION004,M2,USN000366,27-01-13 14:07:17,3,T,USER001,27-01-13 22:13:08,3,VENDOR2,,
USN000509,LINE001,WORKSTATION009,M3,USN000100,27-01-14 05:36:36,2,T,USER010,27-01-14 12:46:28,4,VENDOR4,,
USN000510,LINE004,WORKSTATION007,M5,USN000696,27-01-15 19:15:51,2,T,USER017,27-01-15 17:20:23,3,VENDOR2,,
USN000511,LINE003,WORKSTATION006,M2,USN000847,27-01-16 01:58:13,0,T,USER010,27-01-16 23:28:11,5,VENDOR4,,
USN000512,LINE005,WORKSTATION005,M1,USN000318,27-01-17 12:33:32,0,T,USER004,27-01-17 10:47:50,2,VENDOR4,K3808809,
USN000513,LINE004,WORKSTATION005,M4,USN000409,27-01-18 13:58:07,2,T,USER007,27-01-18 23:02:52,3,VENDOR3,,
USN000514,LINE005,WORKSTATION008,M5,USN000109,27-01-19 15:19:07,0,T,USER007,27-01-19 08:24:32,4,VENDOR5,,
USN000515,LINE001,WORKSTATION010,M2,USN000758,27-01-20 01:24:19,0,T,USER004,27-01-20 07:13:54,5,VENDOR5,,ERROR3
USN000516,LINE001,WORKSTATION004,M3,USN000999,27-01-21 12:53:59,3,T,USER013,27-01-21 19:03:36,5,VENDOR3,,
USN000517,LINE002,WORKSTATION006,M3,USN000431,27-01-22 02:35:54,0,T,USER009,27-01-22 07:49:14,4,VENDOR2,,
USN000518,LINE005,WORKSTATION005,M1,USN000433,27-01-23 21:10:19,3,T,USER014,27-01-23 13:00:55,4,VENDOR2,,
USN000519,LINE003,WORKSTATION010,M1,USN000014,27-01-24 13:08:21,1,T,USER006,27-01-24 01:48:08,2,VENDOR4,,
USN000520,LINE005,WORKSTATION002,M1,USN000689,27-01-25 10:21:33,1,T,USER020,27-01-25 06:57:16,3,VENDOR5,,
USN000521,LINE004,WORKSTATION008,M5,USN000683,27-01-26 08:22:32,3,T,USER003,27-01-26 20:34:39,3,VENDOR1,,ERROR1
USN000522,LINE001,WORKSTATION003,M4,USN000340,27-01-27 16:43:10,3,T,USER013,27-01-27 01:34:29,3,VENDOR5,,ERROR2
USN000523,LINE005,WORKSTATION010,M3,USN000427,27-01-28 22:53:26,2,T,USER005,27-01-28 02:58:11,3,VENDOR3,,
USN000524,LINE003,WORKSTATION001,M4,USN000754,27-01-29 18:20:11,2,T,USER001,27-01-29 06:47:30,1,VENDOR1,,
USN000525,LINE002,WORKSTATION007,M1,USN000583,27-01-30 12:42:21,0,T,USER016,27-01-30 03:38:48,4,VENDOR5,,
USN000526,LINE005,WORKSTATION005,M5,USN000244,27-01-31 15:13:21,1,T,USER019,27-01-31 20:57:52,4,VENDOR1,,
USN000527,LINE004,WORKSTATION005,M5,USN000317,27-02-01 17:43:56,3,T,USER014,27-02-01 21:08:41,1,VENDOR5,,
USN000528,LINE005,WORKSTATION010,M5,USN000765,27-02-02 23:59:09,2,T,USER003,27-02-02 05:07:36,1,VENDOR1,,
USN000529,LINE002,WORKSTATION005,M4,USN000810,27-02-03 03:04:12,0,T,USER011,27-02-03 23:17:02,4,VENDOR1,,
USN000530,LINE003,WORKSTATION002,M4,USN000040,27-02-04 09:27:21,3,T,USER004,27-02-04 20:54:20,3,VENDOR3,,
USN000531,LINE004,WORKSTATION002,M3,USN000130,27-02-05 11:27:11,2,T,USER002,27-02-05 19:51:07,3,VENDOR4,,
USN000532,LINE001,WORKSTATION005,M5,USN000800,27-02-06 18:19:27,2,T,USER019,27-02-06 15:35:45,2,VENDOR3,,ERROR1
USN000533,LINE004,WORKSTATION009,M2,USN000597,27-02-07 19:12:47,3,T,USER002,27-02-07 08:41:55,4,VENDOR3,,
USN000534,LINE004,WORKSTATION004,M4,USN000072,27-02-08 21:49:17,2,T,USER015,27-02-08 02:09:20,5,VENDOR2,,
USN000535,LINE001,WORKSTATION005,M5,USN000912,27-02-09 05:03:17,0,T,USER001,27-02-09 21:25:08,5,VENDOR2,,
USN000536,LINE003,WORKSTATION002,M1,USN000274,27-02-10 08:34:31,2,T,USER019,27-02-10 23:13:26,3,VENDOR2,,
USN000537,LINE005,WORKSTATION002,M3,USN000736,27-02-11 04:59:07,1,T,USER015,27-02-11 21:09:12,1,VENDOR4,,
USN000538,LINE001,WORKSTATION008,M2,USN000251,27-02-12 21:29:45,1,T,USER014,27-02-12 05:33:20,1,VENDOR3,,
USN000539,LINE001,WORKSTATION002,M5,USN000209,27-02-13 07:46:31,0,T,USER008,27-02-13 08:20:23,1,VENDOR1,K5256338,
USN000540,LINE001,WORKSTATION010,M2,USN000605,27-02-14 15:47:10,0,T,USER006,27-02-14 14:06:20,5,VENDOR1,,
USN000541,LINE002,WORKSTATION001,M2,USN000483,27-02-15 21:40:59,2,T,USER017,27-02-15 21:05:36,4,VENDOR5,K6937831,
USN000542,LINE004,WORKSTATION004,M2,USN000188,27-02-16 10:50:36,0,T,USER015,27-02-16 22:14:39,1,VENDOR3,,
USN000543,LINE004,WORKSTATION001,M5,USN000456,27-02-17 04:44:40,0,T,USER017,27-02-17 17:54:00,2,VENDOR3,,
USN000544,LINE001,WORKSTATION008,M4,USN000929,27-02-18 20:32:34,0,T,USER020,27-02-18 20:26:53,5,VENDOR5,,
USN000545,LINE005,WORKSTATION002,M5,USN000335,27-02-19 11:04:48,0,T,USER019,27-02-19 00:18:32,5,VENDOR3,,
USN000546,LINE005,WORKSTATION008,M4,USN000903,27-02-20 12:08:21,3,T,USER005,27-02-20 16:29:22,1,VENDOR2,,
USN000547,LINE005,WORKSTATION009,M4,USN000615,27-02-21 14:49:08,2,T,USER006,27-02-21 00:08:40,1,VENDOR2,,
USN000548,LINE002,WORKSTATION009,M4,USN000332,27-02-22 19:59:44,0,T,USER016,27-02-22 09:10:09,3,VENDOR3,,
USN000549,LINE003,WORKSTATION006,M1,USN000393,27-02-23 15:18:56,1,F,USER007,27-02-23 09:58:56,4,VENDOR3,,
USN000550,LINE001,WORKSTATION005,M1,USN000823,27-02-24 06:25:19,3,T,USER006,27-02-24 05:12:37,4,VENDOR2,,ERROR1
USN000551,LINE003,WORKSTATION007,M1,USN000081,27-02-25 01:33:28,1,T,USER019,27-02-25 06:17:30,5,VENDOR4,,
USN000552,LINE004,WORKSTATION008,M3,USN000620,27-02-26 10:48:21,1,T,USER002,27-02-26 15:50:47,3,VENDOR2,,
USN000553,LINE004,WORKSTATION008,M4,USN000859,27-02-27 16:22:50,3,T,USER002,27-02-27 00:48:23,1,VENDOR2,,
USN000554,LINE005,WORKSTATION003,M2,USN000618,27-02-28 13:03:16,1,F,USER014,27-02-28 16:33:25,4,VENDOR2,,
USN000555,LINE004,WORKSTATION008,M2,USN000719,27-03-01 15:20:25,3,T,USER010,27-03-01 04:04:43,4,VENDOR2,,ERROR1
USN000556,LINE005,WORKSTATION004,M1,USN000720,27-03-02 18:11:10,3,T,USER003,27-03-02 15:59:01,1,VENDOR2,,
USN000557,LINE003,WORKSTATION010,M4,USN000673,27-03-03 21:30:01,1,F,USER016,27-03-03 05:07:51,5,VENDOR1,,
USN000558,LINE005,WORKSTATION001,M2,USN000891,27-03-04 06:32:57,0,F,USER011,27-03-04 20:21:27,2,VENDOR5,K4000320,
USN000559,LINE003,WORKSTATION004,M3,USN000798,27-03-05 02:31:38,2,T,USER002,27-03-05 23:20:47,4,VENDOR3,,
USN000560,LINE002,WORKSTATION001,M5,USN000478,27-03-06 20:33:10,1,T,USER019,27-03-06 13:14:13,2,VENDOR2,,ERROR3
USN000561,LINE005,WORKSTATION005,M4,USN000468,27-03-07 08:08:05,0,T,USER020,27-03-07 23:56:02,3,VENDOR1,,
USN000562,LINE001,WORKSTATION004,M2,USN000217,27-03-08 17:25:04,2,T,USER010,27-03-08 09:08:42,3,VENDOR2,,
USN000563,LINE005,WORKSTATION009,M1,USN000537,27-03-09 22:34:58,0,T,USER008,27-03-09 20:34:54,1,VENDOR1,,
USN000564,LINE005,WORKSTATION007,M5,USN000899,27-03-10 10:51:42,0,F,USER009,27-03-10 01:45:01,5,VENDOR3,,
USN000565,LINE001,WORKSTATION010,M2,USN000861,27-03-11 17:37:55,0,T,USER007,27-03-11 06:30:14,1,VENDOR3,,
USN000566,LINE001,WORKSTATION001,M2,USN000464,27-03-12 07:07:25,1,T,USER012,27-03-12 23:49:45,5,VENDOR4,K4703634,
USN000567,LINE005,WORKSTATION008,M5,USN000522,27-03-13 20:33:41,3,F,USER012,27-03-13 14:52:59,5,VENDOR5,,
USN000568,LINE002,WORKSTATION006,M4,USN000575,27-03-14 05:05:01,0,T,USER020,27-03-14 05:04:34,4,VENDOR1,,
USN000569,LINE001,WORKSTATION009,M5,USN000645,27-03-15 16:14:21,1,T,USER014,27-03-15 05:31:12,5,VENDOR2,,
USN000570,LINE005,WORKSTATION006,M3,USN000665,27-03-16 23:35:05,2,T,USER018,27-03-16 21:52:45,1,VENDOR1,,
USN000571,LINE002,WORKSTATION006,M5,USN000682,27-03-17 08:16:14,2,T,USER012,27-03-17 04:14:50,4,VENDOR3,K4601711,
USN000572,LINE001,WORKSTATION003,M2,USN000266,27-03-18 15:34:07,3,T,USER001,27-03-18 11:16:08,3,VENDOR2,K2347143,
USN000573,LINE001,WORKSTATION005,M4,USN000183,27-03-19 04:26:21,0,T,USER005,27-03-19 20:14:40,2,VENDOR1,,
USN000574,LINE005,WORKSTATION004,M4,USN000612,27-03-20 15:59:51,2,T,USER005,27-03-20 23:19:32,4,VENDOR3,,
USN000575,LINE001,WORKSTATION003,M2,USN000306,27-03-21 22:38:34,1,T,USER003,27-03-21 10:59:20,3,VENDOR2,K1149175,
USN000576,LINE002,WORKSTATION003,M3,USN000603,27-03-22 13:33:36,2,T,USER014,27-03-22 06:08:08,2,VENDOR4,,
USN000577,LINE001,WORKSTATION005,M5,USN000199,27-03-23 14:22:29,1,T,USER014,27-03-23 19:09:05,2,VENDOR5,,
USN000578,LINE005,WORKSTATION006,M5,USN000480,27-03-24 23:47:08,1,T,USER016,27-03-24 22:42:45,5,VENDOR2,,ERROR2
USN000579,LINE001,WORKSTATION008,M5,USN000472,27-03-25 07:32:42,1,T,USER007,27-03-25 09:02:25,5,VENDOR3,,
USN000580,LINE005,WORKSTATION005,M1,USN000902,27-03-26 08:40:41,3,T,USER020,27-03-26 00:56:22,3,VENDOR3,,
USN000581,LINE001,WORKSTATION010,M4,USN000791,27-03-27 14:18:50,0,T,USER017,27-03-27 20:47:06,3,VENDOR3,,
USN000582,LINE002,WORKSTATION002,M2,USN000485,27-03-28 20:42:07,1,T,USER017,27-03-28 19:54:04,4,VENDOR5,,
USN000583,LINE004,WORKSTATION010,M5,USN000747,27-03-29 17:51:19,1,T,USER013,27-03-29 07:56:53,2,VENDOR5,,
USN000584,LINE004,WORKSTATION002,M4,USN000047,27-03-30 05:02:46,0,F,USER004,27-03-30 14:12:46,4,VENDOR3,,
USN000585,LINE005,WORKSTATION004,M2,USN000734,27-03-31 22:55:16,3,T,USER007,27-03-31 22:41:35,5,VENDOR1,,
